task;errors;der_level3;der_level4;der_level5;der_level6;group;mci;freq_finite_forms;freq_aux;num_inf;num_gerunds;num_pres_sing;num_pres_plur;num_past_part;num_past_simple
graph;1;0.032;0.129;0.065;0.000;0;0.5;0.222222222;0.555555556;1;0;2;0;6;1
graph;1;0.048;0.048;0.048;0.000;0;2;0.571428571;0.857142857;4;0;9;0;2;0
graph;1;0.024;0.171;0.024;0.049;0;2.5;0.4;0.466666667;0;0;10;0;9;1
graph;1;0.063;0.083;0.083;0.000;0;3.5;0.178571429;0.464285714;9;2;4;0;13;2
graph;1;0.000;0.091;0.068;0.023;0;3.5;0.19047619;0.761904762;10;3;2;0;5;1
graph;1;0.000;0.286;0.029;0.000;0;3.75;0.4;0.4;3;2;6;0;3;4
graph;1;0.053;0.132;0.079;0.026;0;2.75;0.615384615;0.384615385;4;0;6;0;2;1
graph;1;0.000;0.081;0.027;0.000;0;2.5;0.214285714;0.857142857;3;0;7;0;8;1
graph;1;0.000;0.182;0.023;0.045;0;2.5;0.583333333;0.416666667;1;0;2;0;4;8
graph;1;0.024;0.048;0.071;0.000;0;6;0.25;0.5;2;0;7;0;10;0
graph;1;0.042;0.167;0.083;0.021;0;2.75;0.454545455;0.636363636;2;0;7;0;5;0
graph;1;0.000;0.071;0.071;0.000;0;1;0.272727273;0.545454545;2;0;0;0;7;0
graph;1;0.026;0.079;0.105;0.026;0;4;0.272727273;0.909090909;1;1;6;0;6;2
graph;1;0.023;0.159;0.091;0.000;0;2.5;0.333333333;1.111111111;2;0;3;0;6;0
graph;1;0.023;0.047;0.093;0.000;0;2.5;0.5;0.277777778;1;0;2;0;7;10
graph;1;0.000;0.093;0.093;0.023;0;1;0.181818182;1.090909091;3;0;6;0;8;0
graph;1;0.024;0.000;0.119;0.024;0;3.75;0.4;0.5;2;1;6;0;8;0
graph;1;0.022;0.022;0.087;0.022;0;5.25;0.3125;0.625;1;0;4;0;8;2
graph;1;0.000;0.141;0.113;0.042;0;3.25;0.352941176;0.823529412;1;1;1;0;10;10
graph;1;0.063;0.000;0.000;0.063;0;2.5;0.153846154;1;9;0;3;0;2;3
graph;1;0.028;0.111;0.139;0.056;0;3;0.25;1.875;6;1;9;0;1;4
graph;1;0.024;0.098;0.073;0.000;0;3.25;0.5;1;5;0;7;0;4;4
graph;1;0.021;0.043;0.021;0.021;0;2.25;0.363636364;0.727272727;0;0;7;0;7;1
graph;1;0.094;0.078;0.078;0.078;0;5;0.15;1.3;12;1;8;0;9;6
graph;1;0.034;0.034;0.034;0.103;0;4;0.333333333;1;11;1;5;0;5;3
graph;1;0.061;0.091;0.030;0.030;0;2.5;0.142857143;0.714285714;3;2;6;0;9;4
graph;1;0.022;0.022;0.022;0.022;0;4;0.161290323;0.322580645;10;5;9;0;10;0
graph;1;0.030;0.000;0.030;0.061;0;3.5;0.352941176;0.470588235;8;1;2;0;2;0
graph;1;0.050;0.075;0.050;0.025;0;4.25;0.65;0.4;2;4;14;0;3;3
graph;1;0.032;0.065;0.032;0.065;0;3.5;0.384615385;0.846153846;1;0;10;0;7;2
graph;1;0.000;0.103;0.034;0.069;0;3.25;0.5;0.5;1;1;5;0;4;1
graph;1;0.000;0.000;0.023;0.091;0;3.5;0.333333333;0.416666667;7;2;6;0;6;3
graph;1;0.036;0.071;0.071;0.071;0;3.75;0.263157895;0.684210526;10;2;6;0;4;2
graph;1;0.057;0.114;0.029;0.000;0;2.75;0.75;0.25;1;0;3;0;1;1
graph;1;0.000;0.000;0.190;0.095;0;1;0.25;2;1;0;3;0;2;5
graph;1;0.070;0.023;0.140;0.070;0;2.75;0.636363636;0.545454545;3;1;9;0;0;2
graph;1;0.026;0.026;0.211;0.000;0;2.75;0.375;1;1;2;4;0;1;6
graph;1;0.057;0.000;0.170;0.038;0;6;0.4;0.65;5;1;3;0;8;13
graph;1;0.023;0.023;0.182;0.068;0;3.75;0.555555556;0.611111111;3;1;8;1;3;8
graph;1;0.021;0.063;0.167;0.042;0;3.5;0.8125;0.125;0;2;6;0;1;4
graph;1;0.000;0.020;0.082;0.020;0;3;0.473684211;0.263157895;2;2;4;0;7;8
graph;1;0.000;0.000;0.026;0.000;0;2.5;0.375;1.125;2;3;5;0;0;5
graph;1;0.073;0.024;0.049;0.098;0;4.25;0.708333333;0.125;3;2;8;0;2;8
graph;1;0.067;0.000;0.089;0.022;0;3.5;0.583333333;0.916666667;1;0;10;0;4;6
graph;1;0.062;0.000;0.077;0.138;0;4.25;0.476190476;0.523809524;0;2;7;0;10;8
graph;1;0.063;0.000;0.021;0.000;0;2.75;0.590909091;0.590909091;6;2;6;0;5;12
graph;1;0.068;0.027;0.014;0.068;0;4.25;0.4;0.5;7;7;12;0;4;6
graph;1;0.031;0.000;0.000;0.000;0;2.75;0.615384615;0.461538462;3;0;5;0;3;6
graph;1;0.000;0.015;0.031;0.015;0;3;0.5;0.428571429;1;3;0;0;2;9
graph;1;0.000;0.020;0.078;0.000;0;0.75;0.625;1.125;1;0;5;0;1;3
graph;1;0.018;0.018;0.088;0.053;0;4.5;0.333333333;1.555555556;3;0;4;0;2;0
graph;1;0.017;0.017;0.017;0.000;0;4.75;0.470588235;0.470588235;0;0;6;0;9;1
graph;1;0.045;0.030;0.015;0.045;0;4;0.772727273;0.227272727;1;1;6;0;4;7
graph;1;0.030;0.000;0.061;0.030;0;3.75;0.727272727;0.727272727;1;0;12;0;2;0
graph;1;0.000;0.045;0.114;0.091;0;2;0.5;0.5;3;3;5;0;0;3
graph;1;0.048;0.000;0.145;0.032;0;4;0.304347826;0.434782609;4;3;9;0;7;8
graph;1;0.020;0.020;0.245;0.000;0;3.25;0.529411765;0.294117647;4;0;4;0;3;6
graph;1;0.026;0.000;0.051;0.000;0;1.75;0.461538462;0.384615385;1;1;3;0;5;4
graph;1;0.039;0.020;0.059;0.078;0;5.75;0.5625;0.5625;2;1;3;0;5;9
graph;1;0.079;0.000;0.079;0.105;0;4;0.529411765;0.470588235;3;2;2;0;3;5
graph;1;0.031;0.031;0.125;0.063;0;6;0.45;0.55;2;0;13;0;8;6
graph;1;0.000;0.021;0.043;0.064;0;2.5;0.3;1;1;2;5;0;4;7
graph;1;0.017;0.119;0.068;0.068;0;3.75;0.5;0.5;1;0;1;0;2;9
